Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
EVN,Eaton Vance Municipal Income Trust,12.7,$503.77M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evn,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.88,$630.35M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj,
EFR,Eaton Vance Senior Floating-Rate Fund,11.26,$414.91M,2003,n/a,n/a,https://old.nasdaq.com/symbol/efr,
EVF,Eaton Vance Senior Income Trust,5.3,$200.69M,1998,n/a,n/a,https://old.nasdaq.com/symbol/evf,
EVG,Eaton Vance Short Diversified Income Fund,11.16,$199.55M,2005,n/a,n/a,https://old.nasdaq.com/symbol/evg,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,19.82,$1.46B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evt,
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,21.21,$332.6M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,14.71,$1.12B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,14.33,$380.91M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb,
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.18,$89.34M,2010,n/a,n/a,https://old.nasdaq.com/symbol/exd,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.98,$1.67B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.46,$2.26B,2007,n/a,n/a,https://old.nasdaq.com/symbol/exg,
ECT,ECA Marcellus Trust I,0.4319,$7.6M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ect,
ECL,Ecolab Inc.,210.36,$59.79B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl,
EC,Ecopetrol S.A.,12.08,$24.83B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec,
EPC,Edgewell Personal Care,30.92,$1.68B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc,
EIX,Edison International,56.36,$21.3B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix,
EW,Edwards Lifesciences Corporation,74.11,$141.4B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew,
EE,El Paso Electric Company,67.3,$2.75B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ee,
ELAN,Elanco Animal Health Incorporated,23.79,$9.49B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan,
ESTC,Elastic N.V.,90.36,$7.71B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc,
EGO,Eldorado Gold Corporation,11.24,$1.88B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego,
ESI,Element Solutions Inc.,10.94,$2.72B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi,
ELVT,"Elevate Credit, Inc.",1.84,$78.39M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt,
LLY,Eli Lilly and Company,165.96,$158.73B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly,
EFC,Ellington Financial Inc.,11.89,$520.54M,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/efc,
EARN,Ellington Residential Mortgage REIT,10.37,$127.75M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn,
ERJ,Embraer S.A.,6.18,$1.14B,2000,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj,
EME,"EMCOR Group, Inc.",63.86,$3.5B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme,
EEX,"Emerald Holding, Inc.",2.8,$200.05M,2017,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex,
EBS,"Emergent Biosolutions, Inc.",104.2,$5.46B,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs,
EMR,Emerson Electric Company,63.53,$37.96B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr,
ESRT,"Empire State Realty Trust, Inc.",6.86,$2.03B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt,
EIG,Employers Holdings Inc,30.98,$940.97M,2007,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig,
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),4.08,$178.52M,2007,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn,
ENBL,"Enable Midstream Partners, LP",4.34,$1.89B,2014,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl,
ENB,Enbridge Inc,30.66,$62.09B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb,
EHC,Encompass Health Corporation,65,$6.46B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc,
DAVA,Endava plc,54.05,$2.97B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/dava,
EXK,Endeavour Silver Corporation,2.88,$414.25M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk,
ENIA,Enel Americas S.A.,7.5,$11.44B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia,
ENIC,Enel Chile S.A.,3.88,$5.37B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic,
ENR,"Energizer Holdings, Inc.",50.49,$3.46B,2015,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr,
ET,Energy Transfer L.P.,6.47,$17.43B,1996,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et,
EPAC,Enerpac Tool Group Corp.,18.6,$1.11B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac,
ERF,Enerplus Corporation,2.53,$563.09M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf,
ENS,Enersys,67.26,$2.86B,2004,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens,
E,ENI S.p.A.,20.13,$35.96B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e,
ENLC,"EnLink Midstream, LLC",2.36,$1.15B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc,
EBF,"Ennis, Inc.",16.92,$441.16M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf,
ENVA,"Enova International, Inc.",14.02,$421.15M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva,
NPO,EnPro Industries,48.08,$986.38M,n/a,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/npo,
ETM,Entercom Communications Corp.,1.5,$202.8M,1999,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm,
ETR,Entergy Corporation,100.44,$20.1B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr,
EPD,Enterprise Products Partners L.P.,18.17,$39.72B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd,
EVC,Entravision Communications Corporation,1.53,$128.67M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc,
ENV,"Envestnet, Inc",78.52,$4.2B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env,
NVST,Envista Holdings Corporation,21.91,$3.49B,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst,
EVA,"Enviva Partners, LP",39.27,$1.56B,2015,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva,
ENZ,"Enzo Biochem, Inc.",2.63,$125.95M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz,
EOG,"EOG Resources, Inc.",47.16,$27.45B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog,
EPAM,"EPAM Systems, Inc.",264.69,$14.73B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam,
EPR,EPR Properties,31.43,$2.44B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr,
EQT,EQT Corporation,12.48,$3.19B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt,
EFX,"Equifax, Inc.",166.8,$20.25B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx,
EQNR,Equinor ASA,15.17,$50.1B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr,
EQH,"Equitable Holdings, Inc.",20.29,$9.14B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh,
ETRN,Equitrans Midstream Corporation,9.64,$4.17B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn,
EQC,Equity Commonwealth,31.5,$3.83B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc,
ELS,"Equity Lifestyle Properties, Inc.",64.1,$11.68B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els,
EQR,Equity Residential,56.98,$21.2B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr,
EQS,"Equus Total Return, Inc.",1.2,$16.22M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqs,
EROS,Eros International PLC,3.3,$538.34M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros,
ESE,ESCO Technologies Inc.,86.5,$2.25B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese,
ESNT,Essent Group Ltd.,34.8,$3.91B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt,
EPRT,"Essential Properties Realty Trust, Inc.",15.19,$1.4B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt,
WTRG,"Essential Utilities, Inc.",44.71,$10.96B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtrg,
ESS,"Essex Property Trust, Inc.",223.17,$14.6B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess,
EL,"Estee Lauder Companies, Inc. (The)",198,$71.28B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el,
ETH,Ethan Allen Interiors Inc.,12.03,$301.39M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth,
EURN,Euronav NV,9.21,$1.95B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn,
EEA,"European Equity Fund, Inc. (The)",8.87,$66.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eea,
EB,"Eventbrite, Inc.",8.72,$790.93M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb,
EVR,Evercore Inc.,57.21,$2.32B,2006,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr,
RE,"Everest Re Group, Ltd.",222.62,$8.9B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re,
EVRG,"Evergy, Inc.",63.22,$14.33B,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg,
EVRI,Everi Holdings Inc.,5.76,$491.45M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri,
ES,Eversource Energy,87.84,$30.09B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es,
EVTC,"Evertec, Inc.",28.53,$2.05B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc,
EVH,"Evolent Health, Inc",10.14,$866.73M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh,
AQUA,Evoqua Water Technologies Corp.,19.99,$2.34B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua,
XAN,Exantas Capital Corp.,2.42,$77.54M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/xan,
EXPR,"Express, Inc.",1.39,$89.6M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr,
EXTN,Exterran Corporation,5.13,$170.06M,2015,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn,
EXR,Extra Space Storage Inc,98.68,$12.74B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr,
XOM,Exxon Mobil Corporation,43.52,$184.11B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/xom,
FNB,F.N.B. Corporation,7.48,$2.42B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fnb,
FN,Fabrinet,64.65,$2.37B,2010,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn,
FDS,FactSet Research Systems Inc.,353.74,$13.44B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fds,
FICO,Fair Isaac Corporation,413.15,$11.98B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fico,
SFUN,Fang Holdings Limited,12.02,$107.87M,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun,
FPAC,Far Point Acquisition Corporation,10.32,$815.93M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/fpac,
FTCH,Farfetch Limited,21.5,$7.31B,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ftch,
FPI,Farmland Partners Inc.,7.15,$255.9M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fpi,
FSLY,"Fastly, Inc.",78,$8.05B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/fsly,
FBK,FB Financial Corporation,23.6,$757.13M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/fbk,
FFG,"FBL Financial Group, Inc.",36.5,$899.44M,1996,Finance,Life Insurance,https://old.nasdaq.com/symbol/ffg,
AGM,Federal Agricultural Mortgage Corporation,60.96,$654.03M,n/a,Finance,Finance Companies,https://old.nasdaq.com/symbol/agm,
FRT,Federal Realty Investment Trust,78.43,$5.93B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/frt,
FSS,Federal Signal Corporation,29.83,$1.8B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fss,
FMN,Federated Hermes Premier Municipal Income Fund,13.8495,$159.22M,2002,n/a,n/a,https://old.nasdaq.com/symbol/fmn,
FHI,"Federated Hermes, Inc.",22.7,$2.29B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/fhi,
FDX,FedEx Corporation,165.98,$43.36B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/fdx,
RACE,Ferrari N.V.,177.56,$44.05B,2015,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/race,
FOE,Ferro Corporation,12.34,$1.01B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/foe,
FCAU,Fiat Chrysler Automobiles N.V.,10.49,$21.23B,2014,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fcau,
FNF,"Fidelity National Financial, Inc.",32.4,$9.69B,2014,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fnf,
FIS,"Fidelity National Information Services, Inc.",140.47,$86.79B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fis,
FMO,Fiduciary/Claymore Energy Infrastructure Fund,1.73,$61.31M,2004,n/a,n/a,https://old.nasdaq.com/symbol/fmo,
FINV,FinVolution Group,1.96,$599.26M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/finv,
FAF,First American Corporation (The),54.12,$6.03B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf,
FBP,First BanCorp.,5.32,$1.16B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbp,
FCF,First Commonwealth Financial Corporation,7.82,$767.41M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcf,
FSLF,First Eagle Senior Loan Fund,11.87,$88.06M,2013,n/a,n/a,https://old.nasdaq.com/symbol/fslf,
FHN,First Horizon National Corporation,9.23,$5.09B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fhn,
FR,"First Industrial Realty Trust, Inc.",39.28,$5B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fr,
AG,First Majestic Silver Corp.,10.6,$2.23B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ag,
FRC,FIRST REPUBLIC BANK,112.1,$19.22B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frc,
FFA,First Trust,14.96,$298.94M,2004,n/a,n/a,https://old.nasdaq.com/symbol/ffa,
FMY,First Trust,13.79,$58.1M,2005,n/a,n/a,https://old.nasdaq.com/symbol/fmy,
FDEU,First Trust Dynamic Europe Equity Income Fund,10.57,$182.14M,2015,n/a,n/a,https://old.nasdaq.com/symbol/fdeu,
FIF,First Trust Energy Infrastructure Fund,10.08,$176.91M,2011,n/a,n/a,https://old.nasdaq.com/symbol/fif,
FSD,First Trust High Income Long Short Fund,13.39,$457.28M,2010,n/a,n/a,https://old.nasdaq.com/symbol/fsd,
FPF,First Trust Intermediate Duration Preferred & Income Fund,21.02,$1.28B,2013,n/a,n/a,https://old.nasdaq.com/symbol/fpf,
FEI           ,First Trust MLP and Energy Income Fund,5.45,$256.19M,2012,n/a,n/a,https://old.nasdaq.com/symbol/fei,
FPL,First Trust New Opportunities MLP & Energy Fund,4.05,$104.15M,2014,n/a,n/a,https://old.nasdaq.com/symbol/fpl,
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.38,$300.27M,2016,n/a,n/a,https://old.nasdaq.com/symbol/fiv,
FCT,First Trust Senior Floating Rate Income Fund II,10.75,$286.99M,2004,n/a,n/a,https://old.nasdaq.com/symbol/fct,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,3.07,$44.09M,2007,n/a,n/a,https://old.nasdaq.com/symbol/fgb,
FEO,First Trust/Aberdeen Emerging Opportunity Fund,12.2899,$62.14M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/feo,
FAM,First Trust/Aberdeen Global Opportunity Income Fund,10,$127.07M,2006,n/a,n/a,https://old.nasdaq.com/symbol/fam,
FE,FirstEnergy Corp.,42.14,$22.83B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/fe,
FIT,"Fitbit, Inc.",6.75,$1.8B,2015,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/fit,
FPH,"Five Point Holdings, LLC",4.65,$689.66M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/fph,
FVRR,Fiverr International Ltd.,80.19,$2.58B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fvrr,
FBC,"Flagstar Bancorp, Inc.",28.19,$1.6B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fbc,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,24.69,$473.28M,2013,n/a,n/a,https://old.nasdaq.com/symbol/dfp,
PFD,Flaherty & Crumrine Preferred and Income Fund Inco,14.4,$162.05M,1991,n/a,n/a,https://old.nasdaq.com/symbol/pfd,
PFO,Flaherty & Crumrine Preferred and Income Opportuni,11.31,$142.93M,1992,n/a,n/a,https://old.nasdaq.com/symbol/pfo,
FFC,Flaherty & Crumrine Preferred and Income Securitie,20.73,$920.68M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ffc,
FLC,Flaherty & Crumrine Total Return Fund Inc,20.53,$205.02M,2003,n/a,n/a,https://old.nasdaq.com/symbol/flc,
FLT,"FleetCor Technologies, Inc.",259.07,$21.71B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/flt,
FLNG,FLEX LNG Ltd.,5.26,$284.62M,2019,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/flng,
FND,"Floor & Decor Holdings, Inc.",61.21,$6.28B,2017,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fnd,
FTK,"Flotek Industries, Inc.",1.46,$102.83M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ftk,
FLO,"Flowers Foods, Inc.",21.9,$4.63B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/flo,
FLS,Flowserve Corporation,29.49,$3.84B,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/fls,
FLR,Fluor Corporation,12.45,$1.75B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/flr,
FLY,Fly Leasing Limited,7.58,$231.05M,2007,n/a,n/a,https://old.nasdaq.com/symbol/fly,
